2024-01-02 20:01:103 INFO  ManageBrowser :31 - launching chrome browser
2024-01-02 21:01:340 INFO  ProductPage :109 - Hovering mouse over Blue Top : [[[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p]]
2024-01-02 21:01:425 INFO  ProductPage :116 - Click on Blue Top Add to Cart button : [[[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //div[@class = 'productinfo text-center']/p]]
2024-01-02 21:01:823 INFO  ProductPage :144 - Clicking on the view cart link: [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //u[normalize-space()='View Cart']]
2024-01-02 21:01:855 INFO  ShoppingCartPage :55 - Getting shopiing cart text : [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //li[@class='active']]
2024-01-02 21:01:95 INFO  ShoppingCartPage :71 - Clicking on procced to checkout button: [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //a[normalize-space()='Proceed To Checkout']]
2024-01-02 21:01:281 INFO  ShoppingCartPage :75 - Clicking on register link in checkout popup: [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //u[normalize-space()='Register / Login']]
2024-01-02 21:01:452 INFO  HomePage :73 - Sending the name text to signup field : [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //input[@data-qa='signup-email']]
2024-01-02 21:01:502 INFO  HomePage :75 - Sending the email text to signup field : [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //input[@data-qa='signup-email']]
2024-01-02 21:01:897 INFO  HomePage :91 - Clicking on Signup button : [[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> xpath: //button[normalize-space()='Signup']]
2024-01-02 21:01:949 INFO  RegisterPage :101 - Selecting radio button Mr.
2024-01-02 21:01:39 INFO  RegisterPage :107 - Sending password to password field[[ChromeDriver: chrome on windows (08d2c5d1d2824f998883810657977d3b)] -> id: password]
2024-01-02 21:01:499 INFO  ManageBrowser :31 - launching chrome browser
2024-01-02 21:01:191 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 21:01:235 INFO  HomePage :176 - Scrolling down to subscription
2024-01-02 21:01:248 INFO  HomePage :180 - Getting Subscription text : [[ChromeDriver: chrome on windows (a8eec7ac72256c10dbb9626d6e964146)] -> xpath: //h2[normalize-space()='Subscription']]
2024-01-02 21:01:287 INFO  HomePage :227 - Clicking on bottom right corner arrow button : [[ChromeDriver: chrome on windows (a8eec7ac72256c10dbb9626d6e964146)] -> xpath: //i[@class='fa fa-angle-up']]
2024-01-02 21:01:303 INFO  HomePage :231 - Getting full fledged text from top of the page : [[ChromeDriver: chrome on windows (a8eec7ac72256c10dbb9626d6e964146)] -> xpath: //div[@class='item active']//h2[contains(text(),'Full-Fledged practice website for Automation Engin')]]
2024-01-02 21:01:446 INFO  ManageBrowser :31 - launching chrome browser
2024-01-02 21:01:901 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 21:01:932 INFO  HomePage :176 - Scrolling down to subscription
2024-01-02 21:01:942 INFO  HomePage :180 - Getting Subscription text : [[ChromeDriver: chrome on windows (a85d12c77fcd20a9a03694ec9d0cac95)] -> xpath: //h2[normalize-space()='Subscription']]
2024-01-02 21:01:966 INFO  HomePage :207 - Scroll up to (0,0)
2024-01-02 21:01:980 INFO  HomePage :231 - Getting full fledged text from top of the page : [[ChromeDriver: chrome on windows (a85d12c77fcd20a9a03694ec9d0cac95)] -> xpath: //div[@class='item active']//h2[contains(text(),'Full-Fledged practice website for Automation Engin')]]
2024-01-02 21:01:117 INFO  ManageBrowser :31 - launching chrome browser
2024-01-02 21:01:822 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 21:01:855 INFO  HomePage :118 - Clicking on header option Signup/Login : [[ChromeDriver: chrome on windows (4ecfa1d1002ba1b14d6e424cbd001562)] -> xpath: //a[normalize-space()='Signup / Login']]
2024-01-02 21:01:499 INFO  HomePage :58 - Getting text as Login to your account : [[ChromeDriver: chrome on windows (4ecfa1d1002ba1b14d6e424cbd001562)] -> xpath: //h2[normalize-space()='Login to your account']]
2024-01-02 21:01:578 INFO  HomePage :80 - Sending data to Email Address Field in Login : [[ChromeDriver: chrome on windows (4ecfa1d1002ba1b14d6e424cbd001562)] -> xpath: //input[@data-qa='login-email']]
2024-01-02 21:01:677 INFO  HomePage :82 - Sending data to Password Field in Login : [[ChromeDriver: chrome on windows (4ecfa1d1002ba1b14d6e424cbd001562)] -> xpath: //input[@placeholder='Password']]
2024-01-02 21:01:704 INFO  HomePage :88 - Clicking on Login button : [[ChromeDriver: chrome on windows (4ecfa1d1002ba1b14d6e424cbd001562)] -> xpath: //button[normalize-space()='Login']]
2024-01-02 21:01:724 INFO  HomePage :169 - Getting text from login page : Proxy element for: DefaultElementLocator 'By.xpath: //li[10]//a[1]'
2024-01-02 21:01:76 INFO  ManageBrowser :31 - launching chrome browser
2024-01-02 21:01:370 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 21:01:397 INFO  HomePage :118 - Clicking on header option Signup/Login : [[ChromeDriver: chrome on windows (db948fa3619a73d155c5ab16418848cc)] -> xpath: //a[normalize-space()='Signup / Login']]
2024-01-02 21:01:08 INFO  HomePage :58 - Getting text as Login to your account : [[ChromeDriver: chrome on windows (db948fa3619a73d155c5ab16418848cc)] -> xpath: //h2[normalize-space()='Login to your account']]
2024-01-02 21:01:116 INFO  HomePage :80 - Sending data to Email Address Field in Login : [[ChromeDriver: chrome on windows (db948fa3619a73d155c5ab16418848cc)] -> xpath: //input[@data-qa='login-email']]
2024-01-02 21:01:174 INFO  HomePage :82 - Sending data to Password Field in Login : [[ChromeDriver: chrome on windows (db948fa3619a73d155c5ab16418848cc)] -> xpath: //input[@placeholder='Password']]
2024-01-02 21:01:283 INFO  HomePage :88 - Clicking on Login button : [[ChromeDriver: chrome on windows (db948fa3619a73d155c5ab16418848cc)] -> xpath: //button[normalize-space()='Login']]
2024-01-02 21:01:301 INFO  HomePage :64 - Getting text for invalid credentials while login : [[ChromeDriver: chrome on windows (db948fa3619a73d155c5ab16418848cc)] -> xpath: //p[normalize-space()='Your email or password is incorrect!']]
2024-01-02 21:01:436 INFO  ManageBrowser :31 - launching chrome browser
2024-01-02 21:01:148 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 21:01:170 INFO  HomePage :118 - Clicking on header option Signup/Login : [[ChromeDriver: chrome on windows (d31c5b58a78776d754a55f33257495e7)] -> xpath: //a[normalize-space()='Signup / Login']]
2024-01-02 21:01:758 INFO  HomePage :58 - Getting text as Login to your account : [[ChromeDriver: chrome on windows (d31c5b58a78776d754a55f33257495e7)] -> xpath: //h2[normalize-space()='Login to your account']]
2024-01-02 21:01:856 INFO  HomePage :80 - Sending data to Email Address Field in Login : [[ChromeDriver: chrome on windows (d31c5b58a78776d754a55f33257495e7)] -> xpath: //input[@data-qa='login-email']]
2024-01-02 21:01:924 INFO  HomePage :82 - Sending data to Password Field in Login : [[ChromeDriver: chrome on windows (d31c5b58a78776d754a55f33257495e7)] -> xpath: //input[@placeholder='Password']]
2024-01-02 21:01:772 INFO  HomePage :88 - Clicking on Login button : [[ChromeDriver: chrome on windows (d31c5b58a78776d754a55f33257495e7)] -> xpath: //button[normalize-space()='Login']]
2024-01-02 21:01:829 INFO  HomePage :169 - Getting text from login page : Proxy element for: DefaultElementLocator 'By.xpath: //li[10]//a[1]'
2024-01-02 21:01:144 INFO  ManageBrowser :31 - launching chrome browser
2024-01-02 21:01:899 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 21:01:939 INFO  HomePage :118 - Clicking on header option Signup/Login : [[ChromeDriver: chrome on windows (858e4a56d14c6ab6a2095db9b9a910d8)] -> xpath: //a[normalize-space()='Signup / Login']]
2024-01-02 21:01:842 INFO  HomePage :80 - Sending data to Email Address Field in Login : [[ChromeDriver: chrome on windows (858e4a56d14c6ab6a2095db9b9a910d8)] -> xpath: //input[@data-qa='login-email']]
2024-01-02 21:01:906 INFO  HomePage :82 - Sending data to Password Field in Login : [[ChromeDriver: chrome on windows (858e4a56d14c6ab6a2095db9b9a910d8)] -> xpath: //input[@placeholder='Password']]
2024-01-02 21:01:578 INFO  HomePage :88 - Clicking on Login button : [[ChromeDriver: chrome on windows (858e4a56d14c6ab6a2095db9b9a910d8)] -> xpath: //button[normalize-space()='Login']]
2024-01-02 21:01:678 INFO  HomePage :169 - Getting text from login page : Proxy element for: DefaultElementLocator 'By.xpath: //li[10]//a[1]'
2024-01-02 21:01:22 INFO  ManageBrowser :31 - launching chrome browser
2024-01-02 21:01:737 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 21:01:758 INFO  HomePage :148 - Clicking on header option Product : [[ChromeDriver: chrome on windows (ca733448e3f1733dfe2f76f4f6369260)] -> xpath: //a[@href='/products']]
2024-01-02 21:01:56 INFO  ProductPage :101 - Getting all product text[[ChromeDriver: chrome on windows (ca733448e3f1733dfe2f76f4f6369260)] -> xpath: //h2[normalize-space()='All Products']]
2024-01-02 21:01:614 INFO  ManageBrowser :31 - launching chrome browser
2024-01-02 21:01:187 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 21:01:212 INFO  HomePage :148 - Clicking on header option Product : [[ChromeDriver: chrome on windows (b7f479e8c929c2e47ea953fcd88898f5)] -> xpath: //a[@href='/products']]
2024-01-02 21:01:922 INFO  ProductPage :101 - Getting all product text[[ChromeDriver: chrome on windows (b7f479e8c929c2e47ea953fcd88898f5)] -> xpath: //h2[normalize-space()='All Products']]
2024-01-02 21:01:05 INFO  ProductPage :124 - Sending the data to search product field [[ChromeDriver: chrome on windows (b7f479e8c929c2e47ea953fcd88898f5)] -> id: search_product]
2024-01-02 21:01:918 INFO  ProductPage :129 - Clicking on search button[[ChromeDriver: chrome on windows (b7f479e8c929c2e47ea953fcd88898f5)] -> xpath: //i[@class='fa fa-search']]
2024-01-02 21:01:70 INFO  ProductPage :133 - Verifying the searched Products text[[ChromeDriver: chrome on windows (b7f479e8c929c2e47ea953fcd88898f5)] -> xpath: //h2[normalize-space()='Searched Products']]
2024-01-02 21:01:97 INFO  ProductPage :138 - Getting Searched Product name: [[ChromeDriver: chrome on windows (b7f479e8c929c2e47ea953fcd88898f5)] -> xpath: //div[@class='productinfo text-center']//p]
2024-01-02 21:01:245 INFO  ManageBrowser :31 - launching chrome browser
2024-01-02 21:01:834 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 21:01:862 INFO  HomePage :148 - Clicking on header option Product : [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //a[@href='/products']]
2024-01-02 21:01:161 INFO  ProductPage :109 - Hovering mouse over Blue Top : [[[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (d7bd6bd96df61ac33dffc6e34211d97d)] -> xpath: //div[@class = 'productinfo text-center']/p]]
